from,to,time
L206,L122,21.83333333
L213,L122,32.41666667
L222,L122,17.41666667
L227,L122,30.1
L229,L122,25.13333333
L231,L122,24.86666667
L246,L122,36.86666667
L247,L122,37.71666667
L249,L122,26.65
L252,L122,26.5
L262,L122,29.2
L271,L122,36.73333333
L273,L122,38.93333333
L274,L122,36.25
L292,L122,31.16666667
L299,L122,28.7
L309,L122,7.116666667
L310,L122,8.533333333
L313,L122,31.06666667
L315,L122,22.13333333
L321,L122,22.48333333
L323,L122,3.65
L328,L122,3.766666667
L333,L122,5.583333333
L334,L122,5.05
L336,L122,19.68333333
L338,L122,20.66666667
L349,L122,20.68333333
L355,L122,22.2
L361,L122,12.81666667
L365,L122,13.41666667
L370,L122,26.25
L371,L122,26.25
L375,L122,26.36666667
L382,L122,21.95
L385,L122,25.83333333
L387,L122,37.01666667
L392,L122,20.36666667
L393,L122,19.9
L402,L122,17.83333333
L408,L122,15.76666667
L411,L122,15.56666667
L412,L122,16.01666667
L418,L122,18.5
L423,L122,19.11666667
L430,L122,61.08333333
L431,L122,47.46666667
L437,L122,32.68333333
L444,L122,55.78333333
L445,L122,53.35
L469,L122,45.6
L483,L122,53.11666667
L493,L122,56.88333333
L495,L122,40.53333333
L496,L122,32.28333333
L511,L122,43.6
L527,L122,19.43333333
L529,L122,16.21666667
L530,L122,16.01666667
L540,L122,42.25
L543,L122,38.16666667
L554,L122,16.01666667
L556,L122,53.33333333
L560,L122,64.01666667
L0,L128,56.7
L7,L128,49.95
L18,L128,75.13333333
L26,L128,25.95
L33,L128,63.8
L36,L128,62.1
L38,L128,23.7
L57,L128,54.03333333
L62,L128,66.01666667
L63,L128,53.41666667
L70,L128,45.28333333
L75,L128,57.96666667
L76,L128,57.96666667
L77,L128,57.4
L78,L128,57.4
L79,L128,60.15
L80,L128,57.96666667
L81,L128,58.25
L82,L128,57.28333333
L91,L128,57.23333333
L93,L128,57.95
L99,L128,56.85
L102,L128,56.1
L103,L128,16.05
L106,L128,56.1
L113,L128,45.56666667
L116,L128,43.56666667
L122,L128,46.4
L128,L128,0
L134,L128,47.91666667
L135,L128,47.91666667
L138,L128,23.48333333
L139,L128,23.48333333
L141,L128,57.96666667
L145,L128,48.06666667
L146,L128,47.05
L147,L128,42.86666667
L150,L128,55.9
L151,L128,49.65
L153,L128,60.88333333
L154,L128,60.88333333
L155,L128,65.35
L156,L128,64.51666667
L157,L128,64.51666667
L159,L128,67.83333333
L162,L128,55.88333333
L168,L128,53.46666667
L171,L128,57.01666667
L173,L128,61.66666667
L178,L128,30.25
L179,L128,30.25
L185,L128,59.96666667
L186,L128,57.21666667
L191,L128,57.31666667
L203,L128,59.16666667
L206,L128,64.93333333
L213,L128,68.43333333
L222,L128,58.06666667
L227,L128,66.11666667
L229,L128,56.63333333
L231,L128,56.9
L246,L128,68.36666667
L247,L128,69.21666667
L249,L128,58.15
L252,L128,58
L262,L128,70.05
L271,L128,11.15
L273,L128,11.86666667
L274,L128,10.7
L292,L128,62.66666667
L299,L128,20.66666667
L309,L128,48
L310,L128,50.08333333
L313,L128,62.56666667
L315,L128,58.13333333
L321,L128,58.5
L323,L128,44.46666667
L328,L128,45.3
L333,L128,46.38333333
L334,L128,45.85
L336,L128,55.68333333
L338,L128,56.68333333
L349,L128,56.68333333
L355,L128,58.21666667
L361,L128,48.83333333
L365,L128,49.41666667
L370,L128,57.73333333
L371,L128,57.73333333
L375,L128,57.85
L382,L128,57.96666667
L385,L128,57.31666667
L387,L128,11.43333333
L392,L128,56.38333333
L393,L128,55.91666667
L402,L128,53.83333333
L408,L128,51.76666667
L411,L128,51.56666667
L412,L128,52.01666667
L418,L128,54.5
L423,L128,55.13333333
L430,L128,101.9666667
L431,L128,88.98333333
L437,L128,70.61666667
L444,L128,92.31666667
L445,L128,93.65
L469,L128,87.13333333
L483,L128,74.06666667
L493,L128,98.41666667
L495,L128,82.06666667
L496,L128,73.81666667
L511,L128,73.88333333
L527,L128,55.43333333
L529,L128,52.21666667
L530,L128,52.01666667
L540,L128,77.26666667
L543,L128,79.7
L554,L128,52.01666667
L556,L128,94.86666667
L560,L128,84.96666667
L0,L134,21.15
L7,L134,7.833333333
L18,L134,36.96666667
L26,L134,38.6
L33,L134,33.98333333
L36,L134,32.26666667
L38,L134,26.18333333
L57,L134,22.98333333
L62,L134,25.6
L63,L134,22.36666667
L70,L134,2.7
L75,L134,22.41666667
L76,L134,22.41666667
L77,L134,21.83333333
L78,L134,21.85
L79,L134,24.58333333
L80,L134,22.41666667
L81,L134,22.68333333
L82,L134,21.73333333
L91,L134,21.68333333
L93,L134,22.38333333
L99,L134,21.3
L102,L134,20.53333333
L103,L134,46.03333333
L106,L134,20.53333333
L113,L134,5.216666667
L116,L134,4.483333333
L122,L134,7.233333333
L128,L134,48.81666667
L134,L134,0
L135,L134,0
L138,L134,28.18333333
L139,L134,28.18333333
L141,L134,22.41666667
L145,L134,8.033333333
L146,L134,8.183333333
L147,L134,6.666666667
L150,L134,20.35
L151,L134,6.483333333
L153,L134,20.53333333
L154,L134,20.53333333
L155,L134,20.45
L156,L134,17.61666667
L157,L134,17.61666667
L159,L134,22.93333333
L162,L134,15.53333333
L168,L134,17.91666667
L171,L134,25.98333333
L173,L134,26.11666667
L178,L134,30
L179,L134,30
L185,L134,24.4
L186,L134,21.65
L191,L134,27.5
L203,L134,29.35
L206,L134,22.28333333
L213,L134,32.41666667
L222,L134,17.86666667
L227,L134,28.21666667
L229,L134,26.8
L231,L134,27.06666667
L246,L134,37.85
L247,L134,39.01666667
L249,L134,28.31666667
L252,L134,28.16666667
L262,L134,29.65
L271,L134,38.23333333
L273,L134,40.43333333
L274,L134,37.75
L292,L134,32.83333333
L299,L134,30.18333333
L309,L134,5.583333333
L310,L134,7
L313,L134,32.73333333
L315,L134,22.58333333
L321,L134,22.93333333
L323,L134,4.1
L328,L134,3.166666667
L333,L134,6.033333333
L334,L134,5.5
L336,L134,20.13333333
L338,L134,21.11666667
L349,L134,21.13333333
L355,L134,22.65
L361,L134,13.26666667
L365,L134,13.86666667
L370,L134,27.91666667
L371,L134,27.91666667
L375,L134,28.03333333
L382,L134,22.41666667
L385,L134,27.5
L387,L134,38.5
L392,L134,20.81666667
L393,L134,20.35
L402,L134,18.28333333
L408,L134,16.21666667
L411,L134,16.01666667
L412,L134,16.46666667
L418,L134,18.95
L423,L134,19.56666667
L430,L134,57.11666667
L431,L134,43.48333333
L437,L134,28.7
L444,L134,53.46666667
L445,L134,49.36666667
L469,L134,41.63333333
L483,L134,52.31666667
L493,L134,52.9
L495,L134,36.55
L496,L134,28.3
L511,L134,39.61666667
L527,L134,19.88333333
L529,L134,16.66666667
L530,L134,16.46666667
L540,L134,38.26666667
L543,L134,34.18333333
L554,L134,16.46666667
L556,L134,49.36666667
L560,L134,63.21666667
L0,L135,21.15
L7,L135,7.833333333
L18,L135,36.96666667
L26,L135,38.6
L33,L135,33.98333333
L36,L135,32.26666667
L38,L135,26.18333333
L57,L135,22.98333333
L62,L135,25.6
L63,L135,22.36666667
L70,L135,2.7
L75,L135,22.41666667
L76,L135,22.41666667
L77,L135,21.83333333
L78,L135,21.85
L79,L135,24.58333333
L80,L135,22.41666667
L81,L135,22.68333333
L82,L135,21.73333333
L91,L135,21.68333333
L93,L135,22.38333333
L99,L135,21.3
L102,L135,20.53333333
L103,L135,46.03333333
L106,L135,20.53333333
L113,L135,5.216666667
L116,L135,4.483333333
L122,L135,7.233333333
L128,L135,48.81666667
L134,L135,0
L135,L135,0
L138,L135,28.18333333
L139,L135,28.18333333
L141,L135,22.41666667
L145,L135,8.033333333
L146,L135,8.183333333
L147,L135,6.666666667
L150,L135,20.35
L151,L135,6.483333333
L153,L135,20.53333333
L154,L135,20.53333333
L155,L135,20.45
L156,L135,17.61666667
L157,L135,17.61666667
L159,L135,22.93333333
L162,L135,15.53333333
L168,L135,17.91666667
L171,L135,25.98333333
L173,L135,26.11666667
L178,L135,30
L179,L135,30
L185,L135,24.4
L186,L135,21.65
L191,L135,27.5
L203,L135,29.35
L206,L135,22.28333333
L213,L135,32.41666667
L222,L135,17.86666667
L227,L135,28.21666667
L229,L135,26.8
L231,L135,27.06666667
L246,L135,37.85
L247,L135,39.01666667
L249,L135,28.31666667
L252,L135,28.16666667
L262,L135,29.65
L271,L135,38.23333333
L273,L135,40.43333333
L274,L135,37.75
L292,L135,32.83333333
L299,L135,30.18333333
L309,L135,5.583333333
L310,L135,7
L313,L135,32.73333333
L315,L135,22.58333333
L321,L135,22.93333333
L323,L135,4.1
L328,L135,3.166666667
L333,L135,6.033333333
L334,L135,5.5
L336,L135,20.13333333
L338,L135,21.11666667
L349,L135,21.13333333
L355,L135,22.65
L361,L135,13.26666667
L365,L135,13.86666667
L370,L135,27.91666667
L371,L135,27.91666667
L375,L135,28.03333333
L382,L135,22.41666667
L385,L135,27.5
L387,L135,38.5
L392,L135,20.81666667
L393,L135,20.35
L402,L135,18.28333333
L408,L135,16.21666667
L411,L135,16.01666667
L412,L135,16.46666667
L418,L135,18.95
L423,L135,19.56666667
L430,L135,57.11666667
L431,L135,43.48333333
L437,L135,28.7
L444,L135,53.46666667
L445,L135,49.36666667
L469,L135,41.63333333
L483,L135,52.31666667
L493,L135,52.9
L495,L135,36.55
L496,L135,28.3
L511,L135,39.61666667
L527,L135,19.88333333
L529,L135,16.66666667
L530,L135,16.46666667
L540,L135,38.26666667
L543,L135,34.18333333
L554,L135,16.46666667
L556,L135,49.36666667
L560,L135,63.21666667
L0,L138,36.23333333
L7,L138,29.5
L18,L138,54.66666667
L26,L138,14.56666667
L33,L138,43.35
L36,L138,41.63333333
L38,L138,3.25
L57,L138,33.56666667
L62,L138,45.55
L63,L138,32.95
L70,L138,24.81666667
L75,L138,37.5
L76,L138,37.5
L77,L138,36.93333333
L78,L138,36.93333333
L79,L138,39.68333333
L80,L138,37.5
L81,L138,37.78333333
L82,L138,36.81666667
L91,L138,36.76666667
L93,L138,37.48333333
L99,L138,36.38333333
L102,L138,35.63333333
L103,L138,21.18333333
L106,L138,35.63333333
L113,L138,25.1
L116,L138,23.11666667
L122,L138,25.93333333
L128,L138,23.96666667
L134,L138,27.46666667
L135,L138,27.46666667
L138,L138,0
L139,L138,0
L141,L138,37.5
L145,L138,27.6
L146,L138,26.58333333
L147,L138,22.41666667
L150,L138,35.45
L151,L138,29.18333333
L153,L138,40.41666667
L154,L138,40.41666667
L155,L138,44.9
L156,L138,44.05
L157,L138,44.05
L159,L138,47.38333333
L162,L138,35.41666667
L168,L138,33
L171,L138,36.56666667
L173,L138,41.21666667
L178,L138,9.783333333
L179,L138,9.783333333
L185,L138,39.5
L186,L138,36.75
L191,L138,36.86666667
L203,L138,38.71666667
L206,L138,44.48333333
L213,L138,47.96666667
L222,L138,37.6
L227,L138,45.65
L229,L138,36.16666667
L231,L138,36.43333333
L246,L138,47.9
L247,L138,48.75
L249,L138,37.68333333
L252,L138,37.53333333
L262,L138,49.58333333
L271,L138,13.38333333
L273,L138,15.58333333
L274,L138,12.9
L292,L138,42.2
L299,L138,5.333333333
L309,L138,27.53333333
L310,L138,29.61666667
L313,L138,42.1
L315,L138,37.66666667
L321,L138,38.03333333
L323,L138,24
L328,L138,24.83333333
L333,L138,25.91666667
L334,L138,25.38333333
L336,L138,35.23333333
L338,L138,36.21666667
L349,L138,36.23333333
L355,L138,37.75
L361,L138,28.36666667
L365,L138,28.96666667
L370,L138,37.28333333
L371,L138,37.28333333
L375,L138,37.4
L382,L138,37.5
L385,L138,36.86666667
L387,L138,13.66666667
L392,L138,35.91666667
L393,L138,35.45
L402,L138,33.38333333
L408,L138,31.31666667
L411,L138,31.1
L412,L138,31.56666667
L418,L138,34.05
L423,L138,34.66666667
L430,L138,81.51666667
L431,L138,68.53333333
L437,L138,50.15
L444,L138,71.86666667
L445,L138,73.18333333
L469,L138,66.66666667
L483,L138,53.6
L493,L138,77.95
L495,L138,61.6
L496,L138,53.35
L511,L138,53.43333333
L527,L138,34.96666667
L529,L138,31.76666667
L530,L138,31.56666667
L540,L138,56.8
L543,L138,59.23333333
L554,L138,31.56666667
L556,L138,74.41666667
L560,L138,64.5
L0,L139,36.23333333
L7,L139,29.5
L18,L139,54.66666667
L26,L139,14.56666667
L33,L139,43.35
L36,L139,41.63333333
L38,L139,3.25
L57,L139,33.56666667
L62,L139,45.55
L63,L139,32.95
L70,L139,24.81666667
L75,L139,37.5
L76,L139,37.5
L77,L139,36.93333333
L78,L139,36.93333333
L79,L139,39.68333333
L80,L139,37.5
L81,L139,37.78333333
L82,L139,36.81666667
L91,L139,36.76666667
L93,L139,37.48333333
L99,L139,36.38333333
L102,L139,35.63333333
L103,L139,21.18333333
L106,L139,35.63333333
L113,L139,25.1
L116,L139,23.11666667
L122,L139,25.93333333
L128,L139,23.96666667
L134,L139,27.46666667
L135,L139,27.46666667
L138,L139,0
L139,L139,0
L141,L139,37.5
L145,L139,27.6
L146,L139,26.58333333
L147,L139,22.41666667
L150,L139,35.45
L151,L139,29.18333333
L153,L139,40.41666667
L154,L139,40.41666667
L155,L139,44.9
L156,L139,44.05
L157,L139,44.05
L159,L139,47.38333333
L162,L139,35.41666667
L168,L139,33
L171,L139,36.56666667
L173,L139,41.21666667
L178,L139,9.783333333
L179,L139,9.783333333
L185,L139,39.5
L186,L139,36.75
L191,L139,36.86666667
L203,L139,38.71666667
L206,L139,44.48333333
L213,L139,47.96666667
L222,L139,37.6
L227,L139,45.65
L229,L139,36.16666667
L231,L139,36.43333333
L246,L139,47.9
L247,L139,48.75
L249,L139,37.68333333
L252,L139,37.53333333
L262,L139,49.58333333
L271,L139,13.38333333
L273,L139,15.58333333
L274,L139,12.9
L292,L139,42.2
L299,L139,5.333333333
L309,L139,27.53333333
L310,L139,29.61666667
L313,L139,42.1
L315,L139,37.66666667
L321,L139,38.03333333
L323,L139,24
L328,L139,24.83333333
L333,L139,25.91666667
L334,L139,25.38333333
L336,L139,35.23333333
L338,L139,36.21666667
L349,L139,36.23333333
L355,L139,37.75
L361,L139,28.36666667
L365,L139,28.96666667
L370,L139,37.28333333
L371,L139,37.28333333
L375,L139,37.4
L382,L139,37.5
L385,L139,36.86666667
L387,L139,13.66666667
L392,L139,35.91666667
L393,L139,35.45
L402,L139,33.38333333
L408,L139,31.31666667
L411,L139,31.1
L412,L139,31.56666667
L418,L139,34.05
L423,L139,34.66666667
L430,L139,81.51666667
L431,L139,68.53333333
L437,L139,50.15
L444,L139,71.86666667
L445,L139,73.18333333
L469,L139,66.66666667
L483,L139,53.6
L493,L139,77.95
L495,L139,61.6
L496,L139,53.35
L511,L139,53.43333333
L527,L139,34.96666667
L529,L139,31.76666667
L530,L139,31.56666667
L540,L139,56.8
L543,L139,59.23333333
L554,L139,31.56666667
L556,L139,74.41666667
L560,L139,64.5
L0,L141,2.633333333
L7,L141,17.16666667
L18,L141,20.38333333
L26,L141,47.81666667
L33,L141,35.65
L36,L141,35.78333333
L38,L141,35.38333333
L57,L141,33.41666667
L62,L141,21.31666667
L63,L141,32.8
L70,L141,18.75
L75,L141,0
L76,L141,0
L77,L141,3.15
L78,L141,3.933333333
L79,L141,5.883333333
L80,L141,0
L81,L141,4
L82,L141,3.033333333
L91,L141,2.533333333
L93,L141,2.25
L99,L141,3.883333333
L102,L141,2.2
L103,L141,55.25
L106,L141,2.516666667
L113,L141,16.28333333
L116,L141,18.56666667
L122,L141,22.81666667
L128,L141,58.03333333
L134,L141,21.38333333
L135,L141,21.38333333
L138,L141,37.4
L139,L141,37.4
L141,L141,0
L145,L141,15.28333333
L146,L141,14.26666667
L147,L141,18.21666667
L150,L141,3.266666667
L151,L141,23.11666667
L153,L141,24.18333333
L154,L141,24.18333333
L155,L141,24.51666667
L156,L141,27.7
L157,L141,27.7
L159,L141,40.9
L162,L141,27.73333333
L168,L141,9.933333333
L171,L141,36.4
L173,L141,12.16666667
L178,L141,39.2
L179,L141,39.2
L185,L141,15.26666667
L186,L141,18.13333333
L191,L141,36.7
L203,L141,38.55
L206,L141,20.25
L213,L141,14.46666667
L222,L141,19.8
L227,L141,12.21666667
L229,L141,36.01666667
L231,L141,36.28333333
L246,L141,28.7
L247,L141,29.88333333
L249,L141,37.53333333
L252,L141,37.38333333
L262,L141,25.35
L271,L141,47.45
L273,L141,49.63333333
L274,L141,46.95
L292,L141,35.16666667
L299,L141,39.4
L309,L141,18.46666667
L310,L141,17.93333333
L313,L141,34.68333333
L315,L141,1.533333333
L321,L141,3.95
L323,L141,17.96666667
L328,L141,18.76666667
L333,L141,16.63333333
L334,L141,16
L336,L141,2
L338,L141,3.533333333
L349,L141,4.15
L355,L141,7.316666667
L361,L141,12.18333333
L365,L141,14.4
L370,L141,37.11666667
L371,L141,37.11666667
L375,L141,37.23333333
L382,L141,0
L385,L141,36.7
L387,L141,47.71666667
L392,L141,7.516666667
L393,L141,5.466666667
L402,L141,7.933333333
L408,L141,9.65
L411,L141,9.183333333
L412,L141,8.616666667
L418,L141,7.766666667
L423,L141,8.4
L430,L141,68.78333333
L431,L141,56.13333333
L437,L141,25.35
L444,L141,47.05
L445,L141,48.38333333
L469,L141,54.26666667
L483,L141,63.83333333
L493,L141,54.83333333
L495,L141,49.2
L496,L141,42.86666667
L511,L141,52.26666667
L527,L141,4.983333333
L529,L141,9.133333333
L530,L141,8.616666667
L540,L141,50.91666667
L543,L141,46.83333333
L554,L141,8.616666667
L556,L141,62.01666667
L560,L141,74.71666667
L0,L145,14.28333333
L7,L145,7.016666667
L18,L145,32.71666667
L26,L145,38.08333333
L33,L145,25.66666667
L36,L145,31.76666667
L38,L145,25.66666667
L57,L145,23.7
L62,L145,22.55
L63,L145,23.06666667
L70,L145,5.633333333
L75,L145,15.55
L76,L145,15.55
L77,L145,14.98333333
L78,L145,14.98333333
L79,L145,17.73333333
L80,L145,15.55
L81,L145,15.83333333
L82,L145,14.88333333
L91,L145,14.81666667
L93,L145,15.53333333
L99,L145,14.43333333
L102,L145,13.68333333
L103,L145,45.53333333
L106,L145,13.68333333
L113,L145,3.166666667
L116,L145,5.466666667
L122,L145,9.716666667
L128,L145,48.3
L134,L145,8.283333333
L135,L145,8.283333333
L138,L145,27.68333333
L139,L145,27.68333333
L141,L145,15.55
L145,L145,0
L146,L145,1.333333333
L147,L145,7.65
L150,L145,13.5
L151,L145,10
L153,L145,19.63333333
L154,L145,19.63333333
L155,L145,19.55
L156,L145,16.7
L157,L145,16.7
L159,L145,22.03333333
L162,L145,14.63333333
L168,L145,11.06666667
L171,L145,26.68333333
L173,L145,19.26666667
L178,L145,29.48333333
L179,L145,29.48333333
L185,L145,17.55
L186,L145,14.8
L191,L145,26.98333333
L203,L145,28.83333333
L206,L145,21.38333333
L213,L145,26.01666667
L222,L145,15.65
L227,L145,23.7
L229,L145,26.28333333
L231,L145,24.41666667
L246,L145,30.98333333
L247,L145,32.16666667
L249,L145,26.91666667
L252,L145,27.35
L262,L145,26.58333333
L271,L145,37.71666667
L273,L145,39.91666667
L274,L145,37.23333333
L292,L145,32.33333333
L299,L145,29.68333333
L309,L145,7.266666667
L310,L145,7.783333333
L313,L145,32.21666667
L315,L145,15.73333333
L321,L145,16.08333333
L323,L145,4.85
L328,L145,5.65
L333,L145,3.516666667
L334,L145,2.883333333
L336,L145,13.28333333
L338,L145,14.26666667
L349,L145,14.28333333
L355,L145,15.8
L361,L145,6.416666667
L365,L145,7.016666667
L370,L145,27.08333333
L371,L145,27.08333333
L375,L145,27.2
L382,L145,15.55
L385,L145,26.98333333
L387,L145,38
L392,L145,13.96666667
L393,L145,13.5
L402,L145,11.43333333
L408,L145,9.366666667
L411,L145,9.166666667
L412,L145,9.616666667
L418,L145,12.1
L423,L145,12.71666667
L430,L145,62.96666667
L431,L145,49.35
L437,L145,25.16666667
L444,L145,49.38333333
L445,L145,50.71666667
L469,L145,47.48333333
L483,L145,54.1
L493,L145,57.16666667
L495,L145,42.41666667
L496,L145,34.16666667
L511,L145,45.48333333
L527,L145,13.01666667
L529,L145,9.816666667
L530,L145,9.616666667
L540,L145,44.13333333
L543,L145,40.05
L554,L145,9.616666667
L556,L145,55.21666667
L560,L145,65
L0,L146,13.71666667
L7,L146,6.45
L18,L146,32.15
L26,L146,37.51666667
L33,L146,25.51666667
L36,L146,31.18333333
L38,L146,25.1
L57,L146,23.11666667
L62,L146,21.96666667
L63,L146,22.5
L70,L146,5.483333333
L75,L146,14.98333333
L76,L146,14.98333333
L77,L146,14.41666667
L78,L146,14.41666667
L79,L146,17.16666667
L80,L146,14.98333333
L81,L146,15.26666667
L82,L146,14.3
L91,L146,14.25
L93,L146,14.96666667
L99,L146,13.86666667
L102,L146,13.11666667
L103,L146,44.95
L106,L146,13.11666667
L113,L146,3.016666667
L116,L146,5.316666667
L122,L146,9.566666667
L128,L146,47.73333333
L134,L146,8.133333333
L135,L146,8.133333333
L138,L146,27.1
L139,L146,27.1
L141,L146,14.98333333
L145,L146,1.983333333
L146,L146,0
L147,L146,7.516666667
L150,L146,12.91666667
L151,L146,9.85
L153,L146,19.46666667
L154,L146,19.46666667
L155,L146,19.4
L156,L146,16.56666667
L157,L146,16.56666667
L159,L146,21.88333333
L162,L146,14.48333333
L168,L146,10.48333333
L171,L146,26.1
L173,L146,18.68333333
L178,L146,28.9
L179,L146,28.9
L185,L146,16.98333333
L186,L146,14.23333333
L191,L146,26.4
L203,L146,28.26666667
L206,L146,20.9
L213,L146,25.45
L222,L146,15.08333333
L227,L146,23.13333333
L229,L146,25.71666667
L231,L146,24.26666667
L246,L146,30.41666667
L247,L146,31.6
L249,L146,26.76666667
L252,L146,27.08333333
L262,L146,26.01666667
L271,L146,37.15
L273,L146,39.35
L274,L146,36.65
L292,L146,31.75
L299,L146,29.1
L309,L146,7.116666667
L310,L146,7.216666667
L313,L146,31.65
L315,L146,15.15
L321,L146,15.51666667
L323,L146,4.716666667
L328,L146,5.5
L333,L146,3.366666667
L334,L146,2.75
L336,L146,12.7
L338,L146,13.7
L349,L146,13.7
L355,L146,15.23333333
L361,L146,5.85
L365,L146,6.433333333
L370,L146,26.81666667
L371,L146,26.81666667
L375,L146,26.93333333
L382,L146,14.98333333
L385,L146,26.4
L387,L146,37.41666667
L392,L146,13.4
L393,L146,12.93333333
L402,L146,10.85
L408,L146,8.783333333
L411,L146,8.583333333
L412,L146,9.033333333
L418,L146,11.51666667
L423,L146,12.15
L430,L146,62.81666667
L431,L146,49.2
L437,L146,24.58333333
L444,L146,48.81666667
L445,L146,50.13333333
L469,L146,47.33333333
L483,L146,53.53333333
L493,L146,56.58333333
L495,L146,42.26666667
L496,L146,34.01666667
L511,L146,45.33333333
L527,L146,12.45
L529,L146,9.233333333
L530,L146,9.033333333
L540,L146,43.98333333
L543,L146,39.9
L554,L146,9.033333333
L556,L146,55.08333333
L560,L146,64.43333333
L0,L147,17.58333333
L7,L147,8.8
L18,L147,36
L26,L147,33.26666667
L33,L147,25.48333333
L36,L147,24.38333333
L38,L147,20.85
L57,L147,16.31666667
L62,L147,24.51666667
L63,L147,15.68333333
L70,L147,3.833333333
L75,L147,18.85
L76,L147,18.85
L77,L147,18.28333333
L78,L147,18.28333333
L79,L147,21.01666667
L80,L147,18.85
L81,L147,19.13333333
L82,L147,18.16666667
L91,L147,18.11666667
L93,L147,18.81666667
L99,L147,17.73333333
L102,L147,16.96666667
L103,L147,40.7
L106,L147,16.96666667
L113,L147,4.116666667
L116,L147,2.133333333
L122,L147,7.916666667
L128,L147,43.48333333
L134,L147,6.483333333
L135,L147,6.483333333
L138,L147,22.86666667
L139,L147,22.86666667
L141,L147,18.85
L145,L147,6.95
L146,L147,7.083333333
L147,L147,0
L150,L147,16.78333333
L151,L147,8.2
L153,L147,19.43333333
L154,L147,19.43333333
L155,L147,19.36666667
L156,L147,16.51666667
L157,L147,16.51666667
L159,L147,21.85
L162,L147,14.43333333
L168,L147,14.35
L171,L147,19.3
L173,L147,22.55
L178,L147,24.66666667
L179,L147,24.66666667
L185,L147,20.83333333
L186,L147,18.08333333
L191,L147,19.6
L203,L147,21.45
L206,L147,21.18333333
L213,L147,29.3
L222,L147,16.76666667
L227,L147,27
L229,L147,18.9
L231,L147,19.16666667
L246,L147,30.63333333
L247,L147,31.48333333
L249,L147,20.41666667
L252,L147,20.28333333
L262,L147,28.55
L271,L147,32.9
L273,L147,35.1
L274,L147,32.41666667
L292,L147,24.95
L299,L147,24.86666667
L309,L147,6.55
L310,L147,7.966666667
L313,L147,24.85
L315,L147,19.01666667
L321,L147,19.36666667
L323,L147,3.016666667
L328,L147,3.85
L333,L147,4.933333333
L334,L147,4.4
L336,L147,16.56666667
L338,L147,17.55
L349,L147,17.56666667
L355,L147,19.08333333
L361,L147,9.7
L365,L147,10.3
L370,L147,20.01666667
L371,L147,20.01666667
L375,L147,20.13333333
L382,L147,18.85
L385,L147,19.6
L387,L147,33.18333333
L392,L147,17.25
L393,L147,16.78333333
L402,L147,14.71666667
L408,L147,12.65
L411,L147,12.45
L412,L147,12.9
L418,L147,15.38333333
L423,L147,16.01666667
L430,L147,61.16666667
L431,L147,47.55
L437,L147,31.5
L444,L147,53.2
L445,L147,53.43333333
L469,L147,45.68333333
L483,L147,49.28333333
L493,L147,56.96666667
L495,L147,40.61666667
L496,L147,32.36666667
L511,L147,43.68333333
L527,L147,16.31666667
L529,L147,13.1
L530,L147,12.9
L540,L147,42.33333333
L543,L147,38.25
L554,L147,12.9
L556,L147,53.43333333
L560,L147,60.18333333
L0,L150,0.933333333
L7,L150,15.2
L18,L150,19.48333333
L26,L150,45.85
L33,L150,33.68333333
L36,L150,33.8
L38,L150,33.41666667
L57,L150,31.45
L62,L150,19.35
L63,L150,30.81666667
L70,L150,16.76666667
L75,L150,2.516666667
L76,L150,2.516666667
L77,L150,1.75
L78,L150,2.533333333
L79,L150,4.5
L80,L150,2.516666667
L81,L150,2.6
L82,L150,1.633333333
L91,L150,1.466666667
L93,L150,2.183333333
L99,L150,0.933333333
L102,L150,2.033333333
L103,L150,53.28333333
L106,L150,2.083333333
L113,L150,14.3
L116,L150,16.6
L122,L150,20.85
L128,L150,56.06666667
L134,L150,19.41666667
L135,L150,19.41666667
L138,L150,35.43333333
L139,L150,35.43333333
L141,L150,2.516666667
L145,L150,13.31666667
L146,L150,12.28333333
L147,L150,16.25
L150,L150,0
L151,L150,21.15
L153,L150,22.21666667
L154,L150,22.21666667
L155,L150,22.55
L156,L150,25.73333333
L157,L150,25.73333333
L159,L150,38.93333333
L162,L150,25.76666667
L168,L150,8.75
L171,L150,34.43333333
L173,L150,8.9
L178,L150,37.23333333
L179,L150,37.23333333
L185,L150,13.3
L186,L150,16.16666667
L191,L150,34.73333333
L203,L150,36.58333333
L206,L150,18.26666667
L213,L150,13.55
L222,L150,17.83333333
L227,L150,12
L229,L150,34.03333333
L231,L150,34.3
L246,L150,26.73333333
L247,L150,27.91666667
L249,L150,35.55
L252,L150,35.41666667
L262,L150,23.38333333
L271,L150,45.46666667
L273,L150,47.66666667
L274,L150,44.98333333
L292,L150,33.2
L299,L150,37.43333333
L309,L150,16.5
L310,L150,15.96666667
L313,L150,32.71666667
L315,L150,2.483333333
L321,L150,2.633333333
L323,L150,16
L328,L150,16.8
L333,L150,14.66666667
L334,L150,14.03333333
L336,L150,1.633333333
L338,L150,1.4
L349,L150,1.583333333
L355,L150,5.15
L361,L150,10.21666667
L365,L150,12.43333333
L370,L150,35.15
L371,L150,35.15
L375,L150,35.26666667
L382,L150,2.516666667
L385,L150,34.73333333
L387,L150,45.75
L392,L150,5.466666667
L393,L150,4.283333333
L402,L150,6.75
L408,L150,7.45
L411,L150,6.983333333
L412,L150,6.4
L418,L150,5.8
L423,L150,6.433333333
L430,L150,67.86666667
L431,L150,55.96666667
L437,L150,25.18333333
